record_id,source_file,title,authors,year,journal,doi,security_include,security_pass,security_status,security_gates_json,security_reason_cn,exclusion_trigger_codes,decision_reason_cn,confidence,fulltext_chars,attempts
414,00414_2013_optimal-mediated-auctions-with-endogenous-participation.md,Optimal mediated auctions with endogenous participation,Ying-Ju Chen,2013,Decision Support Systems,10.1016/j.dss.2012.12.002,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",论文研究中介者视角下的最优拍卖机制设计，涉及参与成本与信息不对称，未涉及任何恶意行为者、攻击或安全防御。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,全文聚焦拍卖机制设计与效率分析，无攻击、威胁或安全防御成分，不属于攻防安全研究。,0.98,108470,1
416,00416_2015_network-dynamics-how-can-we-find-patients-like-us.md,Network Dynamics: How Can We Find Patients Like Us?,Lu (Lucy) Yan; Jianping Peng; Yong Tan,2015,Information Systems Research,10.1287/isre.2015.0585,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究在线医疗社区中患者社交网络的形成与演化，核心是经验相似性、认知能力与网络嵌入性对连接建立的影响，不涉及任何恶意行为者、攻击或安全防御。,NO_MALICIOUS_ACTOR,文章聚焦于健康社交网络的演化机制，属于一般网络动态与健康信息学，无攻击、漏洞或安全防御核心，故排除。,0.97,96566,1
418,00418_2024_how-does-big-data-analytics-shape-human-heuristics-adaptation-in-strategic-decision-making-a-per.md,How Does Big Data Analytics Shape Human Heuristics Adaptation in Strategic Decision-Making? A Perspective of Environmental Uncertainty Contingencies,Jin Chen; Cheng Heng; Yan Li; Xi Chen,2024,Journal of the Association for Information Systems,10.17705/1jais.00895,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究大数据分析如何影响战略决策中的启发式调整，不涉及任何恶意行为者、攻击、漏洞或安全防御。,NO_MALICIOUS_ACTOR,研究对象为BDA辅助战略决策，核心为管理决策与启发式调整，与攻防安全无关。,0.98,127566,1
420,00420_2010_designing-an-evaluation-framework-for-it-service-management.md,Designing an evaluation framework for IT service management,Blake McNaughton; Pradeep Ray; Lundy Lewis,2010,Information & Management,10.1016/j.im.2010.02.003,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章旨在设计IT服务管理（ITIL）评估框架，关注流程效益与服务质量，全文未涉及任何恶意行为者、攻击或安全防御。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,本文是IT服务管理效益评估框架研究，不涉及攻击或漏洞相关安全研究，应排除。,0.99,36915,1
422,00422_2007_challenges-in-delivering-cross-agency-integrated-e-services-the-obls-project.md,Challenges in Delivering Cross-Agency Integrated E-Services: The OBLS Project,K. Pelly Periasamy; Siew-Kien Sia,2007,Journal of Information Technology,10.1057/palgrave.jit.2000117,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",研究核心是新加坡政府跨部门电子许可门户（OBLS）的流程整合、实施挑战与组织协调，未涉及任何恶意行为者、攻击、漏洞或防御性安全内容。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,文章是关于电子政务业务流程整合与跨机构协作的案例研究，完全没有攻击、漏洞或防御性安全要素，属于一般优化与组织变革研究。,0.99,47350,1
424,00424_2011_the-role-of-affect-and-cognition-on-online-consumers-decision-to-disclose-personal-information-t.md,The role of affect and cognition on online consumers' decision to disclose personal information to unfamiliar online vendors,Han Li; Rathindra Sarathy; Heng Xu,2011,Decision Support Systems,10.1016/j.dss.2011.01.017,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究消费者在线信息泄露决策，核心是隐私信念、情感和认知因素，不涉及任何恶意或对抗行为者，也不属于攻击检测、防御或缓解。,NO_MALICIOUS_ACTOR | PRIVACY_ATTITUDE_ONLY,本文属于消费者隐私决策与态度研究，虽然涉及隐私风险感知，但没有以攻击、漏洞或对抗防御为研究核心，不符合攻防安全纳入标准。,0.98,89364,1
426,00426_2010_research-commentaryinformation-transparency-in-business-to-consumer-markets-concepts-framework-a.md,"Research Commentary—Information Transparency in Business-to-Consumer Markets: Concepts, Framework, and Research Agenda",Nelson Granados; Alok Gupta; Robert J. Kauffman,2010,Information Systems Research,10.1287/isre.1090.0249,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究B2C市场中企业信息透明度的商业战略，涉及披露、隐藏、扭曲市场信息，但无恶意行为者或信息系统攻防内容。,NO_MALICIOUS_ACTOR,本文是商业市场透明度策略研究评论，没有恶意或对抗行为者，也没有针对信息系统安全属性的攻击或防御研究，故排除。,0.98,86167,1
428,00428_2020_understanding-constant-connectivity-to-work-how-and-for-whom-is-constant-connectivity-related-to.md,Understanding constant connectivity to work: How and for whom is constant connectivity related to employee well-being?,Nadine Büchler; Claartje L. ter Hoeven; Ward van Zoonen,2020,Information and Organization,10.1016/j.infoandorg.2020.100302,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文研究移动工作设备带来的持续连接对员工心理健康的影响，属于组织行为与职业健康领域，无恶意行为者、无信息系统攻击或防御内容。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY | GOVERNANCE_ONLY,研究核心是员工持续连接与幸福感，属于职业健康和组织行为，不涉及攻防安全。,0.99,87264,1
430,00430_2020_distance-and-local-competition-in-mobile-geofencing.md,Distance and Local Competition in Mobile Geofencing,Yi-Jen (Ian) Ho; Sanjeev Dewan; Yi-Chun (Chad) Ho,2020,Information Systems Research,10.1287/isre.2020.0953,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究移动地理围栏广告中距离与本地竞争对消费者点击和转化率的影响，属于营销效果优化，完全不涉及攻击、漏洞或信息系统安全。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,全文聚焦于广告营销效果优化，没有恶意或对抗行为者，也未涉及信息系统安全属性，故排除。,1.0,109145,1
432,00432_2008_the-beginnings-of-a-new-era-time-to-reflect-on-17-years-of-the-i-isj-i.md,The beginnings of a new era: time to reflect on 17 years of the <i>ISJ</i>,David E Avison; Yogesh K Dwivedi; Guy Fitzgerald; Philip Powell,2008,Information Systems Journal,10.1111/j.1365-2575.2007.00282.x,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文是对Information Systems Journal期刊17年出版趋势的回顾性综述，研究核心为作者分布、研究范式、研究方法和主题分类，未涉及任何恶意行为者或攻击防御安全研究。,NO_MALICIOUS_ACTOR | SECURITY_PERIPHERAL_CONTEXT,本文为期刊计量/学术态势综述，不涉及攻防安全；提及security vulnerabilities仅作为主题列表中的普通词条，无任何恶意行为者或攻击防御研究核心。,0.98,57731,1
434,00434_2007_deciding-to-upgrade-packaged-software-a-comparative-case-study-of-motives-contingencies-and-depe.md,"Deciding to upgrade packaged software: a comparative case study of motives, contingencies and dependencies",Huoy Min Khoo; Daniel Robey,2007,European Journal of Information Systems,10.1057/palgrave.ejis.3000704,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文研究软件升级决策的组织影响因素，不涉及恶意行为者或攻防安全。,NO_MALICIOUS_ACTOR | SECURITY_PERIPHERAL_CONTEXT,文章为软件升级决策的组织研究，不涉及任何恶意或对抗行为，也不围绕攻击或漏洞，故排除。,0.98,69757,1
436,00436_2012_understanding-contingencies-associated-with-the-early-adoption-of-customer-facing-web-portals.md,Understanding Contingencies Associated with the Early Adoption of Customer-Facing Web Portals,Aaron Baird; Michael F. Furukawa; T. S. Raghu,2012,Journal of Management Information Systems,10.2753/mis0742-1222290210,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究门诊诊所采用患者门户的影响因素，属于技术创新扩散与组织采用研究，不含恶意行为者、攻击或安全防御内容。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,全文聚焦患者门户的早期采用预测因素，无攻击或漏洞相关内容，不属于攻防安全。,0.98,97236,1
438,00438_2014_a-characterization-of-hierarchical-computable-distance-functions-for-data-warehouse-systems.md,A characterization of hierarchical computable distance functions for data warehouse systems,Matteo Golfarelli; Elisa Turricchia,2014,Decision Support Systems,10.1016/j.dss.2014.03.011,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究数据仓库中基于层次结构的距离函数特征化与判别能力，不涉及恶意行为者、攻击或安全防护。,NO_MALICIOUS_ACTOR,研究核心为数据仓库中距离度量的理论特性，无攻击者、无系统安全损害、无攻防焦点。,0.97,85734,1
440,00440_2007_local-sociotechnical-system-development-in-the-nhs-national-programme-for-information-technology.md,Local Sociotechnical System Development in the NHS National Programme for Information Technology,Ken Eason,2007,Journal of Information Technology,10.1057/palgrave.jit.2000101,False,False,security_peripheral_context,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章核心是NHS信息技术项目中的本地社会技术系统设计、组织变革和用户采纳行为，仅偶发提及保密担忧或智能卡访问限制，但这些是组织流程背景，并非以攻击、漏洞或防御为研究核心。,NO_MALICIOUS_ACTOR | GOVERNANCE_ONLY,全文聚焦于NHS大型IT项目中的本地社会技术系统设计与组织适应，所涉及的保密性等安全因素只是用户采纳中的背景关切，不构成攻防安全研究核心。,0.95,47201,1
442,00442_2020_living-in-a-simulation-an-empirical-investigation-of-a-smart-driving-simulation-testing-system.md,Living in a Simulation?  An Empirical Investigation of a Smart Driving-Simulation Testing System,Wen Xie; Xin Xu; Ruiqi Liu; Yong Jin; Wenchao Bai; Qiang Li,2020,Journal of the Association for Information Systems,10.17705/1jais.00622,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究IoV驾驶模拟测试系统作为反馈干预对学员正式考试表现的影响，属于教育/绩效改进研究，无任何恶意行为者或信息安全攻防内容。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,全文围绕智能驾驶模拟测试系统对驾考成绩的影响，属于学习与绩效优化研究，不存在攻击或漏洞相关的攻防安全内核。,0.98,83299,1
444,00444_2014_design-for-maintenance-how-kms-document-linking-decisions-affect-maintenance-effort-and-use.md,Design for Maintenance: How Kms Document Linking Decisions Affect Maintenance Effort and Use,Alan R Dennis; Binny M Samuel; Kelly McNamara,2014,Journal of Information Technology,10.1057/jit.2014.5,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究知识管理系统中文档链接对维护工作与使用的影响，未涉及任何恶意行为者、攻击或安全防御。,NO_MALICIOUS_ACTOR,研究核心是信息系统维护与使用优化，不涉及攻防安全。,0.98,86860,1
446,00446_2025_shadows-and-screens-exploring-the-impact-of-astroturfing-as-a-facet-of-fake-reviews-in-the-movie.md,Shadows and Screens: Exploring the Impact of Astroturfing as a Facet of Fake Reviews in the Movie Industry’s Social Media Dynamics,Xueyan Yin; Ying Liu; Pei-yu Chen; Zhan Shi,2025,Journal of the Association for Information Systems,10.17705/1jais.00903,True,True,core_security_attack_defense,"{""malicious_or_adversarial_actor_central"": true, ""security_damage_scope"": true, ""attack_defense_detection_focus"": true, ""not_excluded_type"": true}",研究核心是社交媒体伪装评论/托攻击（astroturfing）对票房和消费者的影响，属于对虚假评论、刷粉/假账户等操纵型攻击的建模与评估。,,文章以恶意伪装评论和虚假账户攻击为核心，研究其对用户和平台安全属性的损害及影响评估，属于攻防安全中的内容操纵攻击研究。,0.9,66973,1
448,00448_2020_platform-pricing-and-investment-to-drive-third-party-value-creation-in-two-sided-networks.md,Platform Pricing and Investment to Drive Third-Party Value Creation in Two-Sided Networks,Burcu Tan; Edward G. Anderson; Geoffrey G. Parker,2020,Information Systems Research,10.1287/isre.2019.0882,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文研究双边平台的集成工具投资（如API、SDK）与定价决策，主题是平台经济学与商业策略，未涉及任何恶意行为者、攻击、漏洞或安全防御。,NO_MALICIOUS_ACTOR,该文是平台经济与商业策略研究，核心为双边平台的集成投资与定价优化，不涉及攻击或漏洞相关的攻防安全。,0.99,119869,1
450,00450_2012_to-share-or-not-to-share-a-critical-research-perspective-on-knowledge-management-systems.md,To share or not to share: a critical research perspective on knowledge management systems,Mei-Lien Young; Feng-Yang Kuo; Michael D Myers,2012,European Journal of Information Systems,10.1057/ejis.2012.10,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究知识管理系统中的文化因素与组织监视对知识共享的抑制作用，不涉及恶意行为者或任何攻击/防御内容。,NO_MALICIOUS_ACTOR,全文聚焦KMS使用中的文化、面子与组织监视，未涉及任何攻击者、漏洞或安全防御，属于一般信息系统行为研究。,0.95,87137,1
452,00452_2013_a-comparative-analysis-of-machine-learning-systems-for-measuring-the-impact-of-knowledge-managem.md,A comparative analysis of machine learning systems for measuring the impact of knowledge management practices,Dursun Delen; Halil Zaim; Cemil Kuzey; Selim Zaim,2013,Decision Support Systems,10.1016/j.dss.2012.10.040,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究知识管理实践对组织绩效的影响，使用机器学习进行预测，不涉及任何恶意行为者、攻击或漏洞。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,研究核心是知识管理实践与组织绩效预测，无攻击或漏洞成分，属于一般管理预测研究。,0.99,81830,1
454,00454_2019_self-organizing-in-blockchain-infrastructures-generativity-through-shifting-objectives-and-forki.md,"""Self-Organizing in Blockchain Infrastructures: Generativity  Through Shifting Objectives and Forking""",Jonas Valbjørn Andersen; Claire Ingram Bogusz,2019,Journal of the Association for Information Systems,10.17705/1jais.00566,False,False,security_peripheral_context,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究区块链基础设施中的自组织与分叉现象，恶意攻击仅作为组织目标变化的背景例子出现，不是研究核心。,NO_MALICIOUS_ACTOR | SECURITY_PERIPHERAL_CONTEXT,全文核心是区块链基础设施的自组织、分叉模式与组织目标演化，不涉及攻防安全的检测、防御或攻击建模。,0.97,133253,1
456,00456_2020_integrating-relations-and-criminal-background-to-identifying-key-individuals-in-crime-networks.md,Integrating relations and criminal background to identifying key individuals in crime networks,Fredy Troncoso; Richard Weber,2020,Decision Support Systems,10.1016/j.dss.2020.113405,False,False,security_peripheral_context,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",研究核心是对犯罪团伙社会网络中的关键个体进行识别和排序，支持刑事侦查与执法，属于传统犯罪预防与执法优化，不涉及信息系统攻击或漏洞。,LAW_ENFORCEMENT_ONLY,文章研究犯罪网络中的关键人物识别，属于现实世界犯罪调查和执法优化，缺乏针对信息系统的攻击或防御内容。,0.97,72282,1
458,00458_2011_internet-computing-as-a-disruptive-information-technology-innovation-the-role-of-strong-order-ef.md,Internet computing as a disruptive information technology innovation: the role of strong order effects1,Jessica L. Carlo; Kalle Lyytinen; Gregory M. Rose,2011,Information Systems Journal,10.1111/j.1365-2575.2009.00345.x,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究互联网计算作为颠覆性IT创新的采纳顺序与数量，属于技术创新扩散研究，不涉及恶意行为者、攻击或防御。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,文章属于IT创新采纳与扩散研究，核心是技术创新的顺序与影响，不涉及攻防安全。,0.98,102495,1
460,00460_2013_explaining-the-adoption-of-grid-computing-an-integrated-institutional-theory-and-organizational.md,Explaining the adoption of grid computing: An integrated institutional theory and organizational capability approach,Christian M. Messerschmidt; Oliver Hinz,2013,The Journal of Strategic Information Systems,10.1016/j.jsis.2012.10.005,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究网格计算的组织采纳影响因素（制度压力、组织能力、信任等），虽提及安全、隐私和道德风险，但仅是背景性障碍，不涉及攻击、漏洞或攻防检测/防御。,NO_MALICIOUS_ACTOR | SECURITY_PERIPHERAL_CONTEXT,本文是典型的技术采用与组织行为研究，安全相关内容仅是采用障碍的背景性提及，没有恶意行为者或攻防检测/防御作为研究核心。,0.97,106495,1
462,00462_2012_in-search-of-efficient-flexibility-effects-of-software-component-granularity-on-development-effo.md,"In Search of Efficient Flexibility: Effects of Software Component Granularity on Development Effort, Defects, and Customization Effort",Ramanath Subramanyam; Narayan Ramasubbu; M. S. Krishnan,2012,Information Systems Research,10.1287/isre.1110.0392,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究软件组件粒度对开发效率、缺陷和定制灵活性的影响，属于软件工程绩效研究，全文无任何恶意行为者、攻击或安全威胁，与攻防安全无关。,NO_MALICIOUS_ACTOR | SECURITY_PERIPHERAL_CONTEXT | GENERAL_OPTIMIZATION_ONLY,该文为软件工程领域关于组件粒度与效率/灵活性权衡的实证研究，不涉及信息系统攻击或防御，因此排除。,0.95,86540,1
464,00464_2011_modeling-the-information-completeness-of-object-tracking-systems.md,Modeling the information completeness of object tracking systems,Cleopatra Bardaki; Panos Kourouthanassis; Katerina Pramatari,2011,The Journal of Strategic Information Systems,10.1016/j.jsis.2011.03.004,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文围绕RFID对象跟踪系统的信息完整性建模与供应链可见性评估，不涉及恶意行为者、攻击或安全防御。,NO_MALICIOUS_ACTOR | DATA_QUALITY_ONLY,研究属于一般信息质量/数据完整性评估，无攻击或对抗行为者，因此不属于攻防安全。,0.97,87892,1
466,00466_2009_informational-cascades-and-software-adoption-on-the-internet-an-empirical-investigation1.md,Informational Cascades and Software Adoption on the Internet: An Empirical Investigation1,Wenjing Duan; Bin Gu; Andrew B. Whinston,2009,MIS Quarterly,10.2307/20650277,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",研究核心是信息级联对在线软件下载选择的影响，属于消费者从众行为与电子商务采纳研究，全文未涉及任何恶意行为者、攻击或漏洞对抗内容。,NO_MALICIOUS_ACTOR,文章研究软件下载市场中的信息级联、从众效应和用户评论影响，属于一般电子商务采纳行为，与攻防安全无关。,0.99,125861,1
468,00468_2000_technology-adaptation-the-case-of-a-computer-supported-inter-organizational-virtual-team.md,Technology Adaptation:  The Case of a Computer-Supported Inter-organizational Virtual Team,Ann Majchrzak; Ronald E. Rice; Arvind Malhotra; and Sulin Ba,2000,MIS Quarterly,10.2307/3250948,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文研究虚拟团队如何通过技术适应达成创新产品开发目标，核心是协作技术的采纳与组织结构调整，没有恶意行为者、攻击、漏洞或安全防御内容。,NO_MALICIOUS_ACTOR,文章属于信息技术采纳与组织变革研究，缺乏任何恶意或对抗行为者，研究核心并非攻防安全。,0.99,109158,1
470,00470_2017_cybercrime-deterrence-and-international-legislation-evidence-from-distributed-denial-of-service.md,Cybercrime Deterrence and International Legislation: Evidence from Distributed Denial of Service Attacks1,Kai-Lung Hui; Seung Hyun Kim; Qiu-Hong Wang,2017,MIS Quarterly,10.25300/misq/2017/41.2.08,True,True,core_security_attack_defense,"{""malicious_or_adversarial_actor_central"": true, ""security_damage_scope"": true, ""attack_defense_detection_focus"": true, ""not_excluded_type"": true}",研究核心是DDoS攻击及其法律威慑，明确针对恶意攻击行为，属于攻防安全实证研究。,,全文以DDoS攻击为研究对象，评估国际立法对攻击的威慑效果及攻击转移，属于攻防安全核心研究。,0.97,173527,1
472,00472_2008_impact-of-knowledge-support-on-the-performance-of-software-process-tailoring.md,Impact of Knowledge Support on the Performance of Software Process Tailoring,Peng Xu; Balasubramaniam Ramesh,2008,Journal of Management Information Systems,10.2753/mis0742-1222250308,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文研究软件过程裁剪中的知识支持（广义知识与情境知识）对裁剪性能的影响，属于软件工程与知识管理范畴，无恶意行为者、攻击或漏洞相关内容。,NO_MALICIOUS_ACTOR,研究核心是软件过程裁剪的知识管理和认知匹配，不涉及攻击、漏洞或安全防御，属于一般软件工程管理研究。,0.98,99767,1
474,00474_2011_innovation-and-price-competition-in-a-two-sided-market.md,Innovation and Price Competition in a Two-Sided Market,Mei Lin; Shaojin Li; Andrew B. Whinston,2011,Journal of Management Information Systems,10.2753/mis0742-1222280207,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文研究双面市场中平台最优定价与卖家创新竞争，属于经济学/信息系统平台定价问题，不涉及任何攻击、漏洞或防御行为。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,文章核心是双面市场的创新与价格竞争，恶意或对抗行为者完全缺席，与信息系统攻防安全无关。,0.99,94339,1
476,00476_2007_towards-improving-the-navigability-of-web-applications-a-model-driven-approach.md,Towards improving the navigability of Web applications: a model-driven approach,Cristina Cachero Castro; Santiago Meliá; Marcela Genero; Geert Poels; Coral Calero,2007,European Journal of Information Systems,10.1057/palgrave.ejis.3000690,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章聚焦于Web应用的导航模型质量与可导航性改进，使用模型驱动方法进行测量和自动优化，全文未涉及任何恶意行为者、攻击、漏洞或安全威胁，属于一般软件可用性优化研究。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,全文没有恶意或对抗行为者，核心是Web应用导航质量的测量与自动优化，不属于攻防安全范畴。,0.98,98428,1
478,00478_2007_mobilizing-software-expertise-in-personal-knowledge-exchanges.md,Mobilizing software expertise in personal knowledge exchanges,Sanjay Gosain,2007,The Journal of Strategic Information Systems,10.1016/j.jsis.2007.02.001,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",研究核心是个人知识交换平台中知识特征与声誉机制对知识调动效率的影响，属于组织知识管理与交易成本研究，不涉及恶意行为者、攻击或安全防御。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,文章研究知识交易平台中的经济交换效率，不涉及任何信息系统攻击、漏洞或安全防御。,0.98,77901,1
480,00480_2020_digital-first-the-ontological-reversal-and-new-challenges-for-information-systems-research.md,Digital First: The Ontological Reversal and New Challenges for Information Systems Research,Richard L. Baskerville; Michael D. Myers; Youngjin Yoo,2020,MIS Quarterly,10.25300/misq/2020/14418,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文是信息系统本体论转变的理论探讨，不涉及恶意行为者或攻击/防御，安全仅在伦理和社会价值层面顺带提及。,NO_MALICIOUS_ACTOR | SECURITY_PERIPHERAL_CONTEXT,文章属于信息系统学科理论评论，通篇无恶意行为者、攻击实施、威胁检测或漏洞防御等攻防安全内容，安全仅边缘提及，故排除。,0.97,73629,1
482,00482_2005_social-influence-and-knowledge-management-systems-use-evidence-from-panel-data1.md,Social Influence and Knowledge Management Systems Use:  Evidence from Panel Data1,Yinglei Wang; Darren B. Meister; and Peter H. Gray,2005,MIS Quarterly,10.25300/misq/2013/37.1.13,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究知识管理系统使用中的社会影响机制（认同与内化），未涉及任何恶意行为者、攻击、漏洞或防御。,NO_MALICIOUS_ACTOR,全文围绕社会影响与信息系统使用行为，无任何攻击、漏洞、恶意行为者或安全防御内容。,0.98,74779,1
484,00484_2018_the-innovation-mechanisms-of-fintech-start-ups-insights-from-swifts-innotribe-competition.md,The Innovation Mechanisms of Fintech Start-Ups: Insights from SWIFT’s Innotribe Competition,Daniel Gozman; Jonathan Liebenau; Jonathan Mangan,2018,Journal of Management Information Systems,10.1080/07421222.2018.1440768,False,False,security_peripheral_context,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章核心是金融科技初创企业的创新机制与商业模式，安全技术仅作为组件和背景提及，没有恶意或对抗行为者作为研究核心。,NO_MALICIOUS_ACTOR | SECURITY_PERIPHERAL_CONTEXT,文章研究金融科技创新机制与商业价值，安全仅作为组件背景出现，不构成攻防安全研究核心。,0.97,103796,1
486,00486_2007_a-temporal-approach-to-expectations-and-desires-from-knowledge-management-systems.md,A temporal approach to expectations and desires from knowledge management systems,Dorit Nevo; Yolande E. Chan,2007,Decision Support Systems,10.1016/j.dss.2007.04.003,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究KMS用户的期望与愿望及其对满意度的影响，属于一般信息系统用户满意度研究，不涉及任何恶意行为者、攻击或安全防御。,NO_MALICIOUS_ACTOR | SECURITY_PERIPHERAL_CONTEXT,全文没有提及攻击、漏洞、恶意行为者或安全防御，研究核心是用户满意度，属于一般信息系统研究，与攻防安全无关。,0.98,70370,1
488,00488_2011_an-interactive-approach-for-multi-attribute-auctions.md,An interactive approach for multi-attribute auctions,Gülşah Karakaya; Murat Köksalan,2011,Decision Support Systems,10.1016/j.dss.2010.11.023,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",该文研究多属性拍卖的交互式决策支持方法，不涉及任何恶意行为者、攻击或安全防御。,GENERAL_OPTIMIZATION_ONLY,研究核心是拍卖机制优化与决策支持，没有安全损害或对抗性攻击，因此不属于攻防安全。,0.99,52670,1
